  -6.0000000000000000        4.1367443544910010E+025  0.54377511086703589     
  -5.4562248891329643        7.8735881993028651E+023   3.5313978011517928E-002
  -5.4209109111214460        4.2139227199138528E+023   2.2938656579478790E-002
  -5.3979722545419673        2.5066935389952832E+023   1.6027650825292249E-002
  -5.3819446037166747        1.5970006036221715E+023   1.1741731075655307E-002
  -5.3702028726410198        1.0683595877374602E+023   8.8967714196980519E-003
  -5.3613061012213219        7.4147789832796055E+022   6.9143928971964249E-003
  -5.3543917083241253        5.2959444588606983E+022   5.4812371399737278E-003
  -5.3489104711841513        3.8703329697018818E+022   4.4144568184745657E-003
  -5.3444960143656770        2.8815420459344441E+022   3.6011982151350273E-003
  -5.3408948161505423        2.1781372012879803E+022   2.9686621965221145E-003
  -5.3379261539540206        1.6668977306406908E+022   2.4681773978516594E-003
  -5.3354579765561692        1.2884232548872998E+022   2.0662252430581553E-003
  -5.3333917513131111        1.0037390873129023E+022   1.7391393234883013E-003
  -5.3316526119896226        7.8661987794215219E+021   1.4698500588278453E-003
  -5.3301827619307947        6.1902741009375313E+021   1.2458181546950559E-003
  -5.3289369437760996        4.8831273770912978E+021   1.0576848810021397E-003
  -5.3278792588950976        3.8545262957090644E+021   8.9836845922019180E-004
  -5.3269808904358777        3.0391070137856620E+021   7.6244582693992522E-004
  -5.3262184446089380        2.3888588750408138E+021   6.4572142471000689E-004
  -5.3255727231842283        1.8680676106598673E+021   5.4492119705748933E-004
  -5.3250278019871704        1.4498519323228766E+021   4.5747203588541243E-004
  -5.3245703299512854        1.1137524586995095E+021   3.8134052529842518E-004
  -5.3241889894259868        8.4402758747431449E+020   3.1491347394933941E-004
  -5.3238740759520375        6.2843171813769963E+020   2.5690829620862092E-004
  -5.3236171676558293        4.5732731535217374E+020   2.0630497690416700E-004
  -5.3234108626789247        3.2303111998052565E+020   1.6229382016712566E-004
  -5.3232485688587579        2.1932667689959395E+020   1.2423486929988666E-004
  -5.3231243339894583        1.4109647608575314E+020   9.1626055879291733E-005
  -5.3230327079335789        8.4041221637512495E+019   6.4077925098182035E-005
  -5.3229686300084804        4.4463466834567971E+019   4.1293033864795123E-005
  -5.3229273369746153        1.9099787126573363E+019   2.3045823288071509E-005
  -5.3229042911513273        4.9922386907612283E+018   9.1283454580666546E-006
  -5.3228951628058692       -5.8618383690176819E+017   2.0812738372596560E-006
  -5.3228930815320323       -1.8573152976756841E+018   4.6133369043215502E-006
  -5.3228884681951278       -4.6738960253553981E+018   8.7225047141511224E-006
  -5.3228797456904138       -9.9954797485422920E+018   1.4739811017745294E-005
  -5.3228650058793958       -1.8977010664333967E+019   2.2943474018438976E-005
  -5.3228420624053774       -3.2929348894808318E+019   3.3563040469161812E-005
  -5.3228084993649079       -5.3278226056087183E+019   4.6783125560948434E-005
  -5.3227617162393468       -8.1520592786677219E+019   6.2745210143332108E-005
  -5.3226989710292036       -1.1917661859527544E+020   8.1547432151589752E-005
  -5.3226174235970518       -1.6773589293179748E+020   1.0324273667016789E-004
  -5.3225141808603817       -2.2859702322834974E+020   1.2783583726530952E-004
  -5.3223863450231166       -3.0300062712318263E+020   1.5527943965300796E-004
  -5.3222310655834635       -3.9195661130757584E+020   1.8547016486301164E-004
  -5.3220455954186008       -4.9616758906559627E+020   2.1824460104507168E-004
  -5.3218273508175553       -6.1595127776935739E+020   2.5337591079648198E-004
