      0.000000      0.190283
      0.100000      0.162079
      0.200000      0.118128
      0.300000      0.062701
      0.400000      0.001183
      0.500000     -0.060449
      0.600000     -0.116207
      0.700000     -0.160675
      0.800000     -0.189531
      0.900000     -0.199973
      1.000000     -0.190986
      1.100000     -0.163444
      1.200000     -0.120022
      1.300000     -0.064940
      1.400000     -0.003550
      1.500000      0.058185
      1.600000      0.114266
      1.700000      0.159244
      1.800000      0.188751
      1.900000      0.199918
      2.000000      0.191662
      2.100000      0.164785
      2.200000      0.121899
      2.300000      0.067170
      2.400000      0.005915
      2.500000     -0.055913
      2.600000     -0.112308
      2.700000     -0.157791
      2.800000     -0.187943
      2.900000     -0.199835
      3.000000     -0.192312
      3.100000     -0.166104
      3.200000     -0.123758
      3.300000     -0.069390
      3.400000     -0.008280
      3.500000      0.053634
      3.600000      0.110335
      3.700000      0.156317
      3.800000      0.187110
      3.900000      0.199724
      4.000000      0.192934
      4.100000      0.167399
      4.200000      0.125600
      4.300000      0.071599
      4.400000      0.010643
      4.500000     -0.051347
      4.600000     -0.108347
      4.700000     -0.154820
      4.800000     -0.186251
      4.900000     -0.199586
      5.000000     -0.193529
      5.100000     -0.168670
      5.200000     -0.127424
      5.300000     -0.073799
      5.400000     -0.013004
      5.500000      0.049054
      5.600000      0.106344
      5.700000      0.153302
      5.800000      0.185366
      5.900000      0.199419
      6.000000      0.194097
      6.100000      0.169918
      6.200000      0.129230
      6.300000      0.075988
      6.400000      0.015363
      6.500000     -0.046753
      6.600000     -0.104327
      6.700000     -0.151763
      6.800000     -0.184454
      6.900000     -0.199224
      7.000000     -0.194638
      7.100000     -0.171141
      7.200000     -0.131018
      7.300000     -0.078165
      7.400000     -0.017720
      7.500000      0.044447
      7.600000      0.102295
      7.700000      0.150203
      7.800000      0.183517
      7.900000      0.199002
      8.000000      0.195151
      8.100000      0.172341
      8.200000      0.132787
      8.300000      0.080332
      8.400000      0.020073
      8.500000     -0.042135
      8.600000     -0.100249
      8.700000     -0.148622
      8.800000     -0.182555
      8.900000     -0.198751
      9.000000     -0.195637
      9.100000     -0.173516
      9.200000     -0.134537
      9.300000     -0.082487
      9.400000     -0.022424
      9.500000      0.039817
      9.600000      0.098189
      9.700000      0.147020
      9.800000      0.181567
      9.900000      0.198473
