  0.  0.1902031
  0.1  0.161292296
  0.2  0.116123459
  0.3  0.0591911043
  0.4 -0.00381877953
  0.5 -0.0665965693
  0.6 -0.122840797
  0.7 -0.166890637
  0.8 -0.194295614
  0.9 -0.202265193
  1. -0.189952845
  1.1 -0.158545675
  1.2 -0.111150155
  1.3 -0.052484939
  1.4  0.0115888772
  1.5  0.0746532792
  1.6  0.130376167
  1.7  0.173147103
  1.8  0.198642155
  1.9  0.204260971
  2.  0.189391905
  2.1  0.155478184
  2.2  0.105877978
  2.3  0.0455319453
  2.4 -0.0195288586
  2.5 -0.0827856928
  2.6 -0.137885236
  2.7 -0.179277658
  2.8 -0.202775574
  2.9 -0.205977597
  3. -0.188513644
  3.1 -0.152086959
  3.2 -0.100308131
  3.3 -0.0383372862
  3.4  0.0276301116
  3.5  0.0909826046
  3.6  0.145355325
  3.7  0.185269418
  3.8  0.206684075
  3.9  0.207405548
  4.  0.187311774
  4.1  0.148369586
  4.2  0.0944423268
  4.3  0.0309066376
  4.4 -0.0358835566
  4.5 -0.0992324345
  4.6 -0.152773508
  4.7 -0.191109408
  4.8 -0.210355932
  4.9 -0.208535533
  5. -0.185780371
  5.1 -0.144324115
  5.2 -0.0882827935
  5.3 -0.0232461916
  5.4  0.0442796494
  5.5  0.107523236
  5.6  0.160126631
  5.7  0.19678458
  5.8  0.213779519
  5.9  0.209358512
  6.  0.183913901
  6.1  0.139949077
  6.2  0.0818322838
  6.3  0.0153626587
  6.4 -0.0528083858
  6.5 -0.115842708
  6.6 -0.167401323
  6.7 -0.202281836
  6.8 -0.216943323
  6.9 -0.209865718
  7. -0.181707227
  7.1 -0.135243492
  7.2 -0.0750940845
  7.3 -0.00726327016
  7.4  0.0614593063
  7.5  0.124178204
  7.6  0.174584017
  7.7  0.207588045
  7.8  0.219835969
  7.9  0.210048679
  8.  0.179155638
  8.1  0.13020689
  8.2  0.0680720229
  8.3 -0.00104422122
  8.4 -0.0702215016
  8.5 -0.132516746
  8.6 -0.181660962
  8.7 -0.212690064
  8.8 -0.222446241
  8.9 -0.209899237
  9. -0.176254858
  9.1 -0.124839318
  9.2 -0.0607704746
  9.3  0.00955154095
  9.4  0.0790836192
  9.5  0.140845036
  9.6  0.188618245
  9.7  0.217574759
  9.8  0.224763105
  9.9  0.209409568
